{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999937, 'density': 0.25, 'mat_file': 'data/example_mats_small/hex/p1/gauss-legendre/m0.txt', 'xsmm_reference_avg': 5.738, 'xsmm_reference_best': 5.738, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 16, 'a_nonzero': 64, 'a_rows': 16, 'a_size': 256, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999927, 'density': 0.25, 'mat_file': 'data/example_mats_small/quad/p3/gauss-legendre/m3.txt', 'xsmm_reference_avg': 4.722, 'xsmm_reference_best': 4.722, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 16, 'a_nonzero': 64, 'a_rows': 32, 'a_size': 512, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999865, 'density': 0.125, 'mat_file': 'data/example_mats_small/quad/p3/gauss-legendre/m6.txt', 'xsmm_reference_avg': 7.893, 'xsmm_reference_best': 7.893, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 128, 'a_rows': 16, 'a_size': 512, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999925, 'density': 0.25, 'mat_file': 'data/example_mats_small/quad/p3/gauss-legendre/m132.txt', 'xsmm_reference_avg': 6.977, 'xsmm_reference_best': 6.977, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 16, 'a_nonzero': 128, 'a_rows': 32, 'a_size': 512, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999965, 'density': 0.25, 'mat_file': 'data/example_mats_small/quad/p3/gauss-legendre/m460.txt', 'xsmm_reference_avg': 8.482, 'xsmm_reference_best': 8.482, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 25, 'a_nonzero': 20, 'a_rows': 20, 'a_size': 500, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999959, 'density': 0.04, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m0.txt', 'xsmm_reference_avg': 5.134, 'xsmm_reference_best': 5.134, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 20, 'a_nonzero': 100, 'a_rows': 25, 'a_size': 500, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999899, 'density': 0.2, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m3.txt', 'xsmm_reference_avg': 6.998, 'xsmm_reference_best': 6.998, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 20, 'a_nonzero': 100, 'a_rows': 50, 'a_size': 1000, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999852, 'density': 0.1, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m6.txt', 'xsmm_reference_avg': 12.321, 'xsmm_reference_best': 12.321, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 50, 'a_nonzero': 220, 'a_rows': 25, 'a_size': 1250, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999924, 'density': 0.176, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m132.txt', 'xsmm_reference_avg': 12.624, 'xsmm_reference_best': 12.624, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 25, 'a_nonzero': 220, 'a_rows': 50, 'a_size': 1250, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999912, 'density': 0.176, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m460.txt', 'xsmm_reference_avg': 14.075, 'xsmm_reference_best': 14.075, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 25, 'a_nonzero': 100, 'a_rows': 20, 'a_size': 500, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999911, 'density': 0.2, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m0.txt', 'xsmm_reference_avg': 7.115, 'xsmm_reference_best': 7.115, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 20, 'a_nonzero': 100, 'a_rows': 25, 'a_size': 500, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999921, 'density': 0.2, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m3.txt', 'xsmm_reference_avg': 7.014, 'xsmm_reference_best': 7.014, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 20, 'a_nonzero': 100, 'a_rows': 50, 'a_size': 1000, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.99987, 'density': 0.1, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m6.txt', 'xsmm_reference_avg': 11.909, 'xsmm_reference_best': 11.909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 50, 'a_nonzero': 240, 'a_rows': 25, 'a_size': 1250, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999859, 'density': 0.192, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m132.txt', 'xsmm_reference_avg': 12.757, 'xsmm_reference_best': 12.757, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 25, 'a_nonzero': 240, 'a_rows': 50, 'a_size': 1250, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999957, 'density': 0.192, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m460.txt', 'xsmm_reference_avg': 14.369, 'xsmm_reference_best': 14.369, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 36, 'a_nonzero': 24, 'a_rows': 24, 'a_size': 864, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999972, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre-lobatto/m0.txt', 'xsmm_reference_avg': 6.339, 'xsmm_reference_best': 6.339, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 144, 'a_rows': 36, 'a_size': 864, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999954, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre-lobatto/m3.txt', 'xsmm_reference_avg': 10.836, 'xsmm_reference_best': 10.836, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 144, 'a_rows': 72, 'a_size': 1728, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999927, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre-lobatto/m6.txt', 'xsmm_reference_avg': 17.735, 'xsmm_reference_best': 17.735, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 36, 'a_nonzero': 144, 'a_rows': 24, 'a_size': 864, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999912, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre/m0.txt', 'xsmm_reference_avg': 9.811, 'xsmm_reference_best': 9.811, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 144, 'a_rows': 36, 'a_size': 864, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999969, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre/m3.txt', 'xsmm_reference_avg': 10.227, 'xsmm_reference_best': 10.227, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 144, 'a_rows': 72, 'a_size': 1728, 'a_unique': 12, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999848, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre/m6.txt', 'xsmm_reference_avg': 17.293, 'xsmm_reference_best': 17.293, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 49, 'a_nonzero': 28, 'a_rows': 28, 'a_size': 1372, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999855, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre-lobatto/m0.txt', 'xsmm_reference_avg': 7.365, 'xsmm_reference_best': 7.365, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 28, 'a_nonzero': 196, 'a_rows': 49, 'a_size': 1372, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999923, 'density': 0.14285714285714285, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre-lobatto/m3.txt', 'xsmm_reference_avg': 13.763, 'xsmm_reference_best': 13.763, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 28, 'a_nonzero': 196, 'a_rows': 98, 'a_size': 2744, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999959, 'density': 0.07142857142857142, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre-lobatto/m6.txt', 'xsmm_reference_avg': 24.106, 'xsmm_reference_best': 24.106, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 49, 'a_nonzero': 196, 'a_rows': 28, 'a_size': 1372, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999906, 'density': 0.14285714285714285, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre/m0.txt', 'xsmm_reference_avg': 13.385, 'xsmm_reference_best': 13.385, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 28, 'a_nonzero': 196, 'a_rows': 49, 'a_size': 1372, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999916, 'density': 0.14285714285714285, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre/m3.txt', 'xsmm_reference_avg': 13.825, 'xsmm_reference_best': 13.825, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 28, 'a_nonzero': 196, 'a_rows': 98, 'a_size': 2744, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999916, 'density': 0.07142857142857142, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre/m6.txt', 'xsmm_reference_avg': 23.727, 'xsmm_reference_best': 23.727, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 4, 'a_nonzero': 48, 'a_rows': 12, 'a_size': 48, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999968, 'density': 1.0, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m0.txt', 'xsmm_reference_avg': 3.038, 'xsmm_reference_best': 3.038, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 12, 'a_nonzero': 48, 'a_rows': 4, 'a_size': 48, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999964, 'density': 1.0, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m3.txt', 'xsmm_reference_avg': 2.082, 'xsmm_reference_best': 2.082, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 12, 'a_nonzero': 72, 'a_rows': 12, 'a_size': 144, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.9999, 'density': 0.5, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m6.txt', 'xsmm_reference_avg': 3.42, 'xsmm_reference_best': 3.42, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 12, 'a_nonzero': 24, 'a_rows': 4, 'a_size': 48, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999913, 'density': 0.5, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m132.txt', 'xsmm_reference_avg': 1.867, 'xsmm_reference_best': 1.867, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 4, 'a_nonzero': 24, 'a_rows': 12, 'a_size': 48, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999898, 'density': 0.5, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m460.txt', 'xsmm_reference_avg': 1.576, 'xsmm_reference_best': 1.576, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 10, 'a_nonzero': 240, 'a_rows': 24, 'a_size': 240, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999932, 'density': 1.0, 'mat_file': 'data/example_mats_small/tet/p2/shunn-ham/m0.txt', 'xsmm_reference_avg': 9.516, 'xsmm_reference_best': 9.516, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 24, 'a_nonzero': 240, 'a_rows': 10, 'a_size': 240, 'a_unique': 28, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.99992, 'density': 1.0, 'mat_file': 'data/example_mats_small/tet/p2/shunn-ham/m3.txt', 'xsmm_reference_avg': 4.26, 'xsmm_reference_best': 4.26, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 24, 'a_nonzero': 360, 'a_rows': 30, 'a_size': 720, 'a_unique': 28, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999909, 'density': 0.5, 'mat_file': 'data/example_mats_small/tet/p2/shunn-ham/m6.txt', 'xsmm_reference_avg': 10.023, 'xsmm_reference_best': 10.023, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 3, 'a_nonzero': 18, 'a_rows': 6, 'a_size': 18, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999875, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m0.txt', 'xsmm_reference_avg': 1.536, 'xsmm_reference_best': 1.536, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 6, 'a_nonzero': 18, 'a_rows': 3, 'a_size': 18, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999913, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m3.txt', 'xsmm_reference_avg': 1.118, 'xsmm_reference_best': 1.118, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 6, 'a_nonzero': 24, 'a_rows': 6, 'a_size': 36, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999961, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m6.txt', 'xsmm_reference_avg': 1.662, 'xsmm_reference_best': 1.662, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 6, 'a_nonzero': 12, 'a_rows': 3, 'a_size': 18, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999909, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m132.txt', 'xsmm_reference_avg': 1.046, 'xsmm_reference_best': 1.046, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 3, 'a_nonzero': 12, 'a_rows': 6, 'a_size': 18, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.99997, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m460.txt', 'xsmm_reference_avg': 1.043, 'xsmm_reference_best': 1.043, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 6, 'a_nonzero': 54, 'a_rows': 9, 'a_size': 54, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.99991, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m0.txt', 'xsmm_reference_avg': 2.335, 'xsmm_reference_best': 2.335, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 9, 'a_nonzero': 54, 'a_rows': 6, 'a_size': 54, 'a_unique': 20, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999974, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m3.txt', 'xsmm_reference_avg': 2.13, 'xsmm_reference_best': 2.13, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 9, 'a_nonzero': 72, 'a_rows': 12, 'a_size': 108, 'a_unique': 20, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999937, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m6.txt', 'xsmm_reference_avg': 3.265, 'xsmm_reference_best': 3.265, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 12, 'a_nonzero': 64, 'a_rows': 6, 'a_size': 72, 'a_unique': 28, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999963, 'density': 0.8888888888888888, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m132.txt', 'xsmm_reference_avg': 2.526, 'xsmm_reference_best': 2.526, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 6, 'a_nonzero': 64, 'a_rows': 12, 'a_size': 72, 'a_unique': 28, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999911, 'density': 0.8888888888888888, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m460.txt', 'xsmm_reference_avg': 3.21, 'xsmm_reference_best': 3.21, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 10, 'a_nonzero': 120, 'a_rows': 12, 'a_size': 120, 'a_unique': 20, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999882, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p3/williams-shunn/m0.txt', 'xsmm_reference_avg': 3.792, 'xsmm_reference_best': 3.792, 'xsmm_reference_kernel_type': 'wide-sparse'}
