{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999809, 'density': 0.25, 'mat_file': 'data/example_mats_small/hex/p1/gauss-legendre/m0.txt', 'xsmm_reference_avg': 6.198, 'xsmm_reference_best': 6.198, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 16, 'a_nonzero': 64, 'a_rows': 16, 'a_size': 256, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999932, 'density': 0.25, 'mat_file': 'data/example_mats_small/quad/p3/gauss-legendre/m3.txt', 'xsmm_reference_avg': 4.733, 'xsmm_reference_best': 4.733, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 16, 'a_nonzero': 64, 'a_rows': 32, 'a_size': 512, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999903, 'density': 0.125, 'mat_file': 'data/example_mats_small/quad/p3/gauss-legendre/m6.txt', 'xsmm_reference_avg': 7.947, 'xsmm_reference_best': 7.947, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 128, 'a_rows': 16, 'a_size': 512, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999914, 'density': 0.25, 'mat_file': 'data/example_mats_small/quad/p3/gauss-legendre/m132.txt', 'xsmm_reference_avg': 7.073, 'xsmm_reference_best': 7.073, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 16, 'a_nonzero': 128, 'a_rows': 32, 'a_size': 512, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999904, 'density': 0.25, 'mat_file': 'data/example_mats_small/quad/p3/gauss-legendre/m460.txt', 'xsmm_reference_avg': 8.889, 'xsmm_reference_best': 8.889, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 25, 'a_nonzero': 20, 'a_rows': 20, 'a_size': 500, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999923, 'density': 0.04, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m0.txt', 'xsmm_reference_avg': 5.221, 'xsmm_reference_best': 5.221, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 20, 'a_nonzero': 100, 'a_rows': 25, 'a_size': 500, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999873, 'density': 0.2, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m3.txt', 'xsmm_reference_avg': 7.039, 'xsmm_reference_best': 7.039, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 20, 'a_nonzero': 100, 'a_rows': 50, 'a_size': 1000, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999961, 'density': 0.1, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m6.txt', 'xsmm_reference_avg': 12.345, 'xsmm_reference_best': 12.345, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 50, 'a_nonzero': 220, 'a_rows': 25, 'a_size': 1250, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999961, 'density': 0.176, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m132.txt', 'xsmm_reference_avg': 12.716, 'xsmm_reference_best': 12.716, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 25, 'a_nonzero': 220, 'a_rows': 50, 'a_size': 1250, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999956, 'density': 0.176, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre-lobatto/m460.txt', 'xsmm_reference_avg': 16.632, 'xsmm_reference_best': 16.632, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 25, 'a_nonzero': 100, 'a_rows': 20, 'a_size': 500, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999912, 'density': 0.2, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m0.txt', 'xsmm_reference_avg': 7.195, 'xsmm_reference_best': 7.195, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 20, 'a_nonzero': 100, 'a_rows': 25, 'a_size': 500, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999884, 'density': 0.2, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m3.txt', 'xsmm_reference_avg': 6.947, 'xsmm_reference_best': 6.947, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 20, 'a_nonzero': 100, 'a_rows': 50, 'a_size': 1000, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999972, 'density': 0.1, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m6.txt', 'xsmm_reference_avg': 11.909, 'xsmm_reference_best': 11.909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 50, 'a_nonzero': 240, 'a_rows': 25, 'a_size': 1250, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999929, 'density': 0.192, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m132.txt', 'xsmm_reference_avg': 13.069, 'xsmm_reference_best': 13.069, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 25, 'a_nonzero': 240, 'a_rows': 50, 'a_size': 1250, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999908, 'density': 0.192, 'mat_file': 'data/example_mats_small/quad/p4/gauss-legendre/m460.txt', 'xsmm_reference_avg': 14.307, 'xsmm_reference_best': 14.307, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 36, 'a_nonzero': 24, 'a_rows': 24, 'a_size': 864, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999925, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre-lobatto/m0.txt', 'xsmm_reference_avg': 6.164, 'xsmm_reference_best': 6.164, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 144, 'a_rows': 36, 'a_size': 864, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999898, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre-lobatto/m3.txt', 'xsmm_reference_avg': 9.99, 'xsmm_reference_best': 9.99, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 144, 'a_rows': 72, 'a_size': 1728, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999896, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre-lobatto/m6.txt', 'xsmm_reference_avg': 17.276, 'xsmm_reference_best': 17.276, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 36, 'a_nonzero': 144, 'a_rows': 24, 'a_size': 864, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999934, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre/m0.txt', 'xsmm_reference_avg': 9.796, 'xsmm_reference_best': 9.796, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 144, 'a_rows': 36, 'a_size': 864, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999915, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre/m3.txt', 'xsmm_reference_avg': 10.06, 'xsmm_reference_best': 10.06, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 144, 'a_rows': 72, 'a_size': 1728, 'a_unique': 12, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999918, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats_small/quad/p5/gauss-legendre/m6.txt', 'xsmm_reference_avg': 17.385, 'xsmm_reference_best': 17.385, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 49, 'a_nonzero': 28, 'a_rows': 28, 'a_size': 1372, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999917, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre-lobatto/m0.txt', 'xsmm_reference_avg': 7.243, 'xsmm_reference_best': 7.243, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 28, 'a_nonzero': 196, 'a_rows': 49, 'a_size': 1372, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999965, 'density': 0.14285714285714285, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre-lobatto/m3.txt', 'xsmm_reference_avg': 14.172, 'xsmm_reference_best': 14.172, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 28, 'a_nonzero': 196, 'a_rows': 98, 'a_size': 2744, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999875, 'density': 0.07142857142857142, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre-lobatto/m6.txt', 'xsmm_reference_avg': 24.164, 'xsmm_reference_best': 24.164, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 49, 'a_nonzero': 196, 'a_rows': 28, 'a_size': 1372, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999849, 'density': 0.14285714285714285, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre/m0.txt', 'xsmm_reference_avg': 13.206, 'xsmm_reference_best': 13.206, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 28, 'a_nonzero': 196, 'a_rows': 49, 'a_size': 1372, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999842, 'density': 0.14285714285714285, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre/m3.txt', 'xsmm_reference_avg': 14.077, 'xsmm_reference_best': 14.077, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 28, 'a_nonzero': 196, 'a_rows': 98, 'a_size': 2744, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999936, 'density': 0.07142857142857142, 'mat_file': 'data/example_mats_small/quad/p6/gauss-legendre/m6.txt', 'xsmm_reference_avg': 23.828, 'xsmm_reference_best': 23.828, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 4, 'a_nonzero': 48, 'a_rows': 12, 'a_size': 48, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999915, 'density': 1.0, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m0.txt', 'xsmm_reference_avg': 2.835, 'xsmm_reference_best': 2.835, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 12, 'a_nonzero': 48, 'a_rows': 4, 'a_size': 48, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999929, 'density': 1.0, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m3.txt', 'xsmm_reference_avg': 2.055, 'xsmm_reference_best': 2.055, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 12, 'a_nonzero': 72, 'a_rows': 12, 'a_size': 144, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999964, 'density': 0.5, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m6.txt', 'xsmm_reference_avg': 3.298, 'xsmm_reference_best': 3.298, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 12, 'a_nonzero': 24, 'a_rows': 4, 'a_size': 48, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999966, 'density': 0.5, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m132.txt', 'xsmm_reference_avg': 1.87, 'xsmm_reference_best': 1.87, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 4, 'a_nonzero': 24, 'a_rows': 12, 'a_size': 48, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999923, 'density': 0.5, 'mat_file': 'data/example_mats_small/tet/p1/shunn-ham/m460.txt', 'xsmm_reference_avg': 1.561, 'xsmm_reference_best': 1.561, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 10, 'a_nonzero': 240, 'a_rows': 24, 'a_size': 240, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999967, 'density': 1.0, 'mat_file': 'data/example_mats_small/tet/p2/shunn-ham/m0.txt', 'xsmm_reference_avg': 7.189, 'xsmm_reference_best': 7.189, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 240, 'a_rows': 10, 'a_size': 240, 'a_unique': 28, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999911, 'density': 1.0, 'mat_file': 'data/example_mats_small/tet/p2/shunn-ham/m3.txt', 'xsmm_reference_avg': 4.367, 'xsmm_reference_best': 4.367, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 24, 'a_nonzero': 360, 'a_rows': 30, 'a_size': 720, 'a_unique': 28, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999914, 'density': 0.5, 'mat_file': 'data/example_mats_small/tet/p2/shunn-ham/m6.txt', 'xsmm_reference_avg': 9.888, 'xsmm_reference_best': 9.888, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 3, 'a_nonzero': 18, 'a_rows': 6, 'a_size': 18, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999921, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m0.txt', 'xsmm_reference_avg': 1.539, 'xsmm_reference_best': 1.539, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 6, 'a_nonzero': 18, 'a_rows': 3, 'a_size': 18, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.9999, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m3.txt', 'xsmm_reference_avg': 1.126, 'xsmm_reference_best': 1.126, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 6, 'a_nonzero': 24, 'a_rows': 6, 'a_size': 36, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.99986, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m6.txt', 'xsmm_reference_avg': 1.65, 'xsmm_reference_best': 1.65, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 6, 'a_nonzero': 12, 'a_rows': 3, 'a_size': 18, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999918, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m132.txt', 'xsmm_reference_avg': 1.058, 'xsmm_reference_best': 1.058, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 3, 'a_nonzero': 12, 'a_rows': 6, 'a_size': 18, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999967, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats_small/tri/p1/williams-shunn/m460.txt', 'xsmm_reference_avg': 1.051, 'xsmm_reference_best': 1.051, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 6, 'a_nonzero': 54, 'a_rows': 9, 'a_size': 54, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999852, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m0.txt', 'xsmm_reference_avg': 2.397, 'xsmm_reference_best': 2.397, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 9, 'a_nonzero': 54, 'a_rows': 6, 'a_size': 54, 'a_unique': 20, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999797, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m3.txt', 'xsmm_reference_avg': 2.093, 'xsmm_reference_best': 2.093, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 9, 'a_nonzero': 72, 'a_rows': 12, 'a_size': 108, 'a_unique': 20, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999835, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m6.txt', 'xsmm_reference_avg': 3.376, 'xsmm_reference_best': 3.376, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 12, 'a_nonzero': 64, 'a_rows': 6, 'a_size': 72, 'a_unique': 28, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999966, 'density': 0.8888888888888888, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m132.txt', 'xsmm_reference_avg': 2.592, 'xsmm_reference_best': 2.592, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 6, 'a_nonzero': 64, 'a_rows': 12, 'a_size': 72, 'a_unique': 28, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999917, 'density': 0.8888888888888888, 'mat_file': 'data/example_mats_small/tri/p2/williams-shunn/m460.txt', 'xsmm_reference_avg': 3.201, 'xsmm_reference_best': 3.201, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 10, 'a_nonzero': 120, 'a_rows': 12, 'a_size': 120, 'a_unique': 20, 'alpha': 1.0, 'beta': 0.0, 'cpu_freq': 2.999895, 'density': 1.0, 'mat_file': 'data/example_mats_small/tri/p3/williams-shunn/m0.txt', 'xsmm_reference_avg': 3.698, 'xsmm_reference_best': 3.698, 'xsmm_reference_kernel_type': 'wide-sparse'}
